perfil,lat,lon,x,y,t_ini,t_fin,zona_utm,profundidad,temperatura,pH,DO_SAT,DO,Blue,Chl
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-695.394,249.695,656.873,963.772,7.969,315.884,215.458
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-700.349,249.674,656.618,966.339,799.055,350.873,205.678
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-704.313,249.779,656.386,965.458,798.172,328.376,311.468
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-69.143,249.816,656.469,970.156,802.001,452.704,298.329
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-69.143,24.977,656.619,966.508,799.053,297.823,244.849
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-695.394,249.745,656.591,963.658,796.733,314.592,178.597
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-69.143,249.726,656.574,968.628,8.1987,3.3529,256.936
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-694.403,249.661,656.568,960.269,794.054,543.347,245.894
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-686.476,249.658,6.57,962.821,796.169,369.678,302.383
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-686.476,249.661,650.592,968.888,801.181,331.422,211.081
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-688.457,249.618,656.413,961.134,794.833,359.899,244.111
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,NaN,244.915,671.606,965.226,805.189,6.5042,866.309
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-637.918,244.831,671.333,96.77,807.378,5.0372,961.387
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-640.891,244.981,672.013,969.711,8.0883,591.864,923.707
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-646.836,244.933,671.588,965.918,805.738,609.175,112.071
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-646.836,244.964,671.689,967.832,807.288,608.649,163.952
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-636.927,244.858,6.7149,969.161,808.557,722.501,186.385
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-636.927,245.083,672.776,965.426,805.103,730.773,196.391
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-632.963,245.035,670.471,967.646,807.027,7.9493,186.987
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-643.863,245.035,671.298,96.53,8.0507,813.704,184.853
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-634.945,245.164,6.7099,96.836,8.0743,822.996,181.391
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-642.873,245.054,669.205,963.971,803.934,496.148,193.195
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-635.936,245.201,672.946,967.678,806.805,754.433,110.983
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-641.882,24.509,670.351,969.127,8.0818,433.777,986.365
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-6.399,24.524,671.372,962.727,802.551,758.762,150.524
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,245.274,670.744,970.701,809.267,730.162,153.013
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,NaN,245.358,670.442,962.815,802.518,882.711,148.677
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-638.909,245.357,670.667,967.549,806.464,749.522,112.272
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-642.873,245.476,670.283,967.524,806.265,443.571,103.485
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-637.918,24.545,670.033,967.949,806.658,630.792,967.389
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-635.936,245.435,669.952,96.392,803.324,461.076,107.118
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-641.882,245.472,670.803,969.577,807.983,6.952,967.297
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-6.399,245.534,6.6967,968.707,807.165,628.755,926.322
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-642.873,245.531,6.662,965.225,804.268,486.173,994.903
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-642.873,245.649,664.381,965.504,804.325,5.5581,101.142
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-636.927,245.748,665.436,964.641,803.458,6.2596,100.888
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-636.927,245.717,665.722,966.096,804.716,530.578,958.847
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-641.882,245.867,664.803,966.997,805.243,299.302,947.615
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,245.885,667.201,962.556,801.518,624.544,923.657
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-635.936,245.927,665.984,967.047,805.194,713.951,980.978
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-6.399,245.822,663.712,962.479,801.547,NaN,902.038
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-636.927,246.014,665.507,965.322,803.629,498.403,892.968
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-645.845,245.971,664.486,964.575,803.072,658.546,981.087
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-637.918,245.998,664.878,964.448,802.925,4.4087,102.668
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-637.918,246.059,666.739,962.723,801.399,567.511,103.568
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-647.827,246.172,665.241,961.916,800.779,481.605,929.427
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-640.891,246.172,665.241,960.276,799.195,587.651,978.234
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-634.945,NaN,666.681,962.184,800.894,481.721,104.083
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-648.818,246.189,664.817,96.43,802.518,544.825,954.128
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-641.882,246.257,6.6451,965.621,803.516,513.817,956.903
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-642.873,246.262,664.018,962.758,801.127,505.852,895.961
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,NaN,246.325,662.627,959.492,798.315,565.105,906.062
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-643.863,246.255,662.067,961.349,799.965,712.164,921.932
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-641.882,246.378,663.247,965.817,8.035,523.413,86.496
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-643.863,246.364,666.869,966.981,804.489,5.0481,977.135
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-648.818,246.293,666.531,963.809,801.956,548.912,967.369
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-643.863,246.327,665.239,964.602,802.565,669.346,99.271
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-636.927,NaN,663.069,96.538,803.267,649.686,879.215
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-632.963,246.359,667.927,96.251,800.776,623.009,965.058
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,NaN,246.342,666.793,962.259,800.592,593.028,940.725
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,24.63,669.899,NaN,806.682,450.755,102.495
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-640.891,246.268,669.642,966.685,804.385,453.929,937.925
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,246.299,669.179,966.907,804.525,526.167,870.188
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,246.299,6.665,96.678,804.419,476.027,984.395
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,246.351,669.457,966.346,803.979,426.674,887.026
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-644.854,24.636,6.7045,967.431,804.868,408.496,NaN
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-643.863,24.639,668.709,960.926,799.412,335.705,965.681
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-646.836,246.443,669.661,965.635,803.252,451.766,909.265
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-641.882,246.467,669.283,962.873,800.918,678.233,87.709
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-645.845,24.646,663.968,963.257,801.248,3.6102,553.589
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-633.954,246.534,667.554,961.597,799.758,676.675,702.843
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-645.845,246.522,666.208,95.91,797.699,258.853,648.748
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-640.891,246.577,664.042,960.901,799.115,362.608,860.991
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-646.836,246.704,667.514,961.579,799.491,240.686,133.942
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-645.845,246.779,666.794,957.767,796.212,540.029,148.537
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-640.891,246.776,626.903,963.965,801.369,425.642,132.633
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-613.143,246.852,644.347,104.666,869.996,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-604.224,247.129,679.209,111.686,9.2787,365.516,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-596.297,247.305,694.695,117.03,9.7195,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-593.324,247.463,707.465,121.533,10.0905,574.513,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-591.342,247.466,703.415,122.984,10.211,481.248,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-592.333,247.513,700.758,124.609,10.3449,777.747,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-588.369,247.472,705.359,126.057,10.4643,573.461,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-57.945,247.531,708.208,127.971,10.6248,134.578,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-578.459,247.575,704.851,128.511,10.6677,820.152,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-582.423,247.554,706.973,128.447,10.6627,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-583.414,24.759,711.029,130.336,10.8189,239.174,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-577.468,247.578,712.852,NaN,10.8028,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-576.477,247.655,712.214,130.439,10.8261,409.493,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-576.477,247.562,709.762,130.056,10.7962,116.834,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-576.477,247.599,711.084,128.704,10.6832,436.664,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-578.459,247.653,701.306,128.623,10.6754,777.699,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-565.576,247.503,706.347,127.763,10.607,152.594,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-568.549,247.692,705.252,126.485,10.4972,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-567.558,247.503,7.01,126.235,NaN,537.187,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-563.594,247.601,7.014,129.676,10.7638,460.248,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-563.594,247.575,700.166,127.611,10.593,514.702,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-567.558,247.602,702.514,128.533,10.6689,993.244,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-55.963,247.584,702.784,127.224,10.5606,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-570.531,247.615,7.0274,127.252,10.5624,651.742,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-52.891,247.483,702.897,126.918,10.5373,512.501,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-572.513,247.604,698.845,125.91,10.4512,NaN,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-56.954,247.473,701.056,125.835,10.4475,177.989,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-573.504,247.462,701.109,124.151,10.3079,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-566.567,247.437,700.996,124.082,10.3026,1.6068,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-567.558,247.488,699.213,123.122,10.222,137.221,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-566.567,247.361,696.449,122.633,10.1838,597.804,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-568.549,247.321,698.519,121.851,10.1196,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-55.963,247.392,696.725,120.846,10.0348,140.415,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-561.612,247.362,700.931,123.05,10.2184,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-562.603,247.417,701.429,123.953,10.2924,779.775,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-55.963,247.376,700.438,125.268,10.4023,479.703,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-561.612,247.333,698.572,123.495,10.2559,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-563.594,247.347,699.436,123.127,10.225,104.828,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-558.639,NaN,699.092,123.367,10.2463,221.542,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-556.657,247.274,699.251,123.497,10.2571,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-555.666,247.351,699.685,122.715,10.1907,183.684,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-557.648,247.333,699.288,121.406,10.0824,289.099,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-55.963,247.367,697.917,121.49,10.0888,42.088,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-558.639,247.225,6.9938,121.34,NaN,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-54.873,247.291,699.295,120.568,10.0136,0.0,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-54.873,247.177,698.758,119.639,993.496,944.466,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-546.748,247.299,700.276,119.359,991.383,230.071,NaN
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-54.873,NaN,700.061,118.698,985.821,809.902,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-551.703,247.276,7.0113,117.035,972.039,156.778,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-544.766,247.386,700.158,117.684,977.234,235.415,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-549.721,247.339,6.9984,117.7,977.453,1.1928,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-546.748,247.271,700.151,117.419,975.243,306.795,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-545.757,247.243,699.623,116.28,965.834,133.489,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-552.694,247.333,699.931,115.894,962.467,332.936,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-546.748,247.373,699.914,116.766,969.631,132.924,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-54.873,24.726,6.9926,115.974,963.256,737.931,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-544.766,247.246,699.771,116.686,969.199,974.215,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-550.712,247.297,699.823,116.218,965.214,127.407,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-586.387,24.724,700.011,116.107,9.644,151.331,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-558.639,247.252,700.288,116.338,966.295,186.839,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-567.558,247.302,7.0315,117.727,NaN,104.424,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-570.531,24.689,751.344,111.814,9.2934,100.428,0.0
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-568.549,246.655,NaN,103.175,825.353,451.027,NaN
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-564.585,245.373,710.766,979.363,816.287,378.489,109.677
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-568.549,244.864,709.772,976.488,8.1466,NaN,78.465
2,40.3758387,-3.7041095,62.18048339999999,-19.9377552,550.589,610.726,30.0,-565.576,244.599,710.816,976.158,814.786,464.374,733.453
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-56.954,243.927,711.339,969.804,810.493,510.314,654.561
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-562.603,243.571,712.391,971.518,812.463,374.705,730.383
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-567.558,243.117,714.781,965.353,807.988,2.3766,635.588
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-562.603,242.961,716.024,969.897,812.028,552.775,614.607
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,242.656,717.198,965.008,808.393,592.031,654.324
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-551.703,242.466,714.128,962.548,806.617,411.856,0.0
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-561.612,242.103,710.409,958.405,803.688,427.835,377.788
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,241.682,712.567,956.827,802.994,376.949,613.058
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,241.308,7.0789,958.158,804.674,197.808,0.0
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-555.666,240.544,711.304,953.902,802.241,423.288,114.946
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,240.053,712.808,NaN,804.965,395.977,910.682
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,239.682,709.731,951.554,801.556,441.235,135.637
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-564.585,239.036,717.164,95.214,803.019,4.3884,19.933
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-551.703,238.063,711.643,954.517,805.925,1.7731,312.163
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-558.639,237.587,710.132,954.686,NaN,281.248,213.321
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-557.648,237.137,714.983,951.079,804.985,3.7567,236.838
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,236.951,716.459,953.201,807.062,3.0602,0.0
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,236.454,7.0888,936.905,794.005,406.692,196.959
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-554.676,235.798,715.916,NaN,798.193,655.094,104.968
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-556.657,235.155,713.644,941.707,800.027,582.115,1.0661
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-553.685,234.672,715.997,941.594,800.658,610.153,958.824
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-555.666,23.413,7.1656,94.563,804.912,582.845,973.463
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-550.712,233.954,718.282,937.893,798.591,488.043,105.604
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,233.494,710.923,942.764,803.436,717.734,105.754
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-555.666,232.947,7.1034,942.445,803.992,602.961,120.044
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-554.676,232.443,717.491,943.808,805.923,609.445,109.222
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-556.657,231.857,NaN,940.346,803.856,607.196,975.011
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,231.463,7.1468,947.327,810.428,6.1258,103.731
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-561.612,231.229,719.955,943.863,807.822,788.302,109.558
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-558.639,230.733,723.516,936.658,802.408,737.662,107.941
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,230.325,724.084,NaN,807.912,636.615,NaN
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-552.694,229.431,725.847,940.003,807.265,5.3796,105.657
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-555.666,229.207,7.2616,938.291,806.138,534.425,107.596
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-562.603,228.616,723.553,936.357,8.0538,645.044,107.885
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-556.657,228.307,726.765,NaN,811.476,725.409,115.933
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-554.676,227.897,726.567,943.392,812.541,862.925,110.059
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-552.694,227.817,727.239,NaN,811.065,635.016,980.803
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-553.685,227.578,725.569,941.433,811.346,723.988,109.395
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-557.648,227.179,7.2245,940.104,810.817,811.167,110.827
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-554.676,22.69,7.2671,943.077,813.813,634.296,115.083
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,226.807,720.376,93.835,809.877,735.866,108.226
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-550.712,226.767,719.852,94.089,812.131,712.925,102.326
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-562.603,226.578,721.871,NaN,812.185,690.455,114.873
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-555.666,226.377,721.972,939.557,811.585,6.7348,1.0687
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,226.351,718.745,938.824,810.992,705.714,108.745
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-562.603,226.072,7.2,944.677,816.588,629.099,110.895
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-560.621,225.789,721.033,93.885,811.445,738.481,108.404
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,NaN,225.804,722.104,NaN,811.272,598.099,108.678
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,225.674,719.685,940.175,813.208,624.565,111.587
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-554.676,225.606,717.464,941.129,814.139,579.091,107.297
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-558.639,225.481,718.184,936.469,NaN,614.659,111.451
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-55.963,22.542,716.232,942.397,815.525,531.996,1.1727
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-566.567,22.534,717.886,939.836,813.434,7.2779,115.541
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-556.657,22.533,719.617,939.958,813.554,285.028,182.751
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-557.648,225.285,717.924,940.285,813.907,690.583,122.717
3,40.3759919,-3.704392,79.3096089,-20.429949,734.136,793.896,30.0,-563.594,225.092,718.152,936.353,810.802,692.886,132.735
